x,y
5,0.0001286008
6,0.0006430041
7,0.0019290123
8,0.0045010288
9,0.0090020576
10,0.0162037037
11,0.0263631687
12,0.0392232510
13,0.0540123457
14,0.0694444444
15,0.0837191358
16,0.0945216049
17,0.1003086420
18,0.1003086420
19,0.0945216049
20,0.0837191358
21,0.0694444444
22,0.0540123457
23,0.0392232510
24,0.0263631687
25,0.0162037037
26,0.0090020576
27,0.0045010288
28,0.0019290123
29,0.0006430041
30,0.0001286008
