x,y
5,0.0001286008
6,0.0007716049
7,0.0027006173
8,0.0072016461
9,0.0162037037
10,0.0324074074
11,0.0587705761
12,0.0979938272
13,0.1520061728
14,0.2214506173
15,0.3051697531
16,0.3996913580
17,0.5000000000
18,0.6003086420
19,0.6948302469
20,0.7785493827
21,0.8479938272
22,0.9020061728
23,0.9412294239
24,0.9675925926
25,0.9837962963
26,0.9927983539
27,0.9972993827
28,0.9992283951
29,0.9998713992
30,1.0000000000
