x,y
-4.0,3.167124183311986e-05
-3.95,3.9075596597787456e-05
-3.9000000000000004,4.8096344017602614e-05
-3.8500000000000005,5.9058912418922374e-05
-3.8000000000000007,7.234804392511979e-05
-3.750000000000001,8.841728520080335e-05
-3.700000000000001,0.00010779973347738762
-3.6500000000000012,0.0001311201544204837
-3.6000000000000014,0.00015910859015753285
-3.5500000000000016,0.0001926155756356319
-3.5000000000000018,0.00023262907903552344
-3.450000000000002,0.00028029327681617527
-3.400000000000002,0.00033692926567687826
-3.3500000000000023,0.000404057801864017
-3.3000000000000025,0.00048342414238377235
-3.2500000000000027,0.000577025042390761
-3.200000000000003,0.0006871379379158411
-3.150000000000003,0.0008163523128285529
-3.100000000000003,0.000967603213218346
-3.0500000000000034,0.0011442068310226858
-3.0000000000000036,0.001349898031630079
-2.9500000000000037,0.001588869647364846
-2.900000000000004,0.0018658133003840126
-2.850000000000004,0.00218596145491321
-2.8000000000000043,0.002555130330427897
-2.7500000000000044,0.0029797632350545148
-2.7000000000000046,0.003466973803040619
-2.650000000000005,0.004024588542758251
-2.600000000000005,0.004661188023718679
-2.550000000000005,0.005386145954066607
-2.5000000000000053,0.006209665325776037
-2.4500000000000055,0.007142810735271309
-2.4000000000000057,0.008197535924595998
-2.350000000000006,0.009386705534838422
-2.300000000000006,0.010724110021675629
-2.250000000000006,0.012224472655044501
-2.2000000000000064,0.013903447513498377
-2.1500000000000066,0.01577760739109024
-2.1000000000000068,0.017864420562816254
-2.050000000000007,0.020182215405704064
-2.000000000000007,0.022750131948178817
-1.9500000000000073,0.025588059521638187
-1.9000000000000075,0.028716559816001314
-1.8500000000000076,0.03215677479561316
-1.8000000000000078,0.035930319112925165
-1.750000000000008,0.0400591568638164
-1.7000000000000082,0.044565462758542264
-1.6500000000000083,0.04947146803364724
-1.6000000000000085,0.05479929169955705
-1.5500000000000087,0.060570758002057974
-1.5000000000000089,0.0668072012688569
-1.450000000000009,0.0735292596096471
-1.4000000000000092,0.08075665923376968
-1.3500000000000094,0.08850799143740051
-1.3000000000000096,0.09680048458560875
-1.2500000000000098,0.10564977366685346
-1.20000000000001,0.11506967022170633
-1.1500000000000101,0.1250719356371482
-1.1000000000000103,0.1356660609463804
-1.0500000000000105,0.14685905637589358
-1.0000000000000107,0.15865525393145452
-0.9500000000000108,0.17105612630847905
-0.900000000000011,0.18406012534675653
-0.8500000000000112,0.19766254312268933
-0.8000000000000114,0.21185539858339336
-0.7500000000000115,0.22662735237686477
-0.7000000000000117,0.24196365222306937
-0.6500000000000119,0.25784611080586095
-0.6000000000000121,0.27425311775006955
-0.5500000000000123,0.29115968678834214
-0.5000000000000124,0.30853753872598255
-0.4500000000000126,0.3263552202879155
-0.4000000000000128,0.3445782583896711
-0.35000000000001297,0.363169348824376
-0.30000000000001315,0.38208857781104233
-0.2500000000000133,0.40129367431707114
-0.2000000000000135,0.4207402905608917
-0.15000000000001368,0.44038230762975206
-0.10000000000001386,0.4601721627229655
-0.05000000000001403,0.48006119416162196
-1.4210854715202004e-14,0.49999999999999434
0.04999999999998561,0.5199388058383667
0.09999999999998543,0.5398278372770232
0.14999999999998526,0.5596176923702367
0.19999999999998508,0.5792597094390972
0.2499999999999849,0.5987063256829179
0.2999999999999847,0.6179114221889468
0.34999999999998455,0.6368306511756132
0.39999999999998437,0.6554217416103184
0.4499999999999842,0.6736447797120743
0.499999999999984,0.6914624612740075
0.5499999999999838,0.7088403132116481
0.5999999999999837,0.7257468822499209
0.6499999999999835,0.74215388919413
0.6999999999999833,0.7580363477769219
0.7499999999999831,0.7733726476231267
0.799999999999983,0.7881446014165984
0.8499999999999828,0.8023374568773027
0.8999999999999826,0.8159398746532358
0.9499999999999824,0.8289438736915137
0.9999999999999822,0.8413447460685386
1.049999999999982,0.8531409436241
1.0999999999999819,0.8643339390536133
1.1499999999999817,0.874928064362846
1.1999999999999815,0.8849303297782881
1.2499999999999813,0.8943502263331413
1.2999999999999812,0.9031995154143864
1.349999999999981,0.9114920085625949
1.3999999999999808,0.919243340766226
1.4499999999999806,0.9264707403903489
1.4999999999999805,0.9331927987311395
1.5499999999999803,0.9394292419979386
1.59999999999998,0.9452007083004398
1.64999999999998,0.9505285319663499
1.6999999999999797,0.9554345372414551
1.7499999999999796,0.9599408431361811
1.7999999999999794,0.9640696808870726
1.8499999999999792,0.9678432252043848
1.899999999999979,0.9712834401839968
1.9499999999999789,0.9744119404783601
1.9999999999999787,0.9772498680518197
2.0499999999999785,0.9798177845942946
2.0999999999999783,0.9821355794371825
2.149999999999978,0.9842223926089086
2.199999999999978,0.9860965524865006
2.249999999999978,0.9877755273449546
2.2999999999999776,0.9892758899783236
2.3499999999999774,0.9906132944651609
2.3999999999999773,0.9918024640754034
2.449999999999977,0.9928571892647281
2.499999999999977,0.9937903346742235
2.5499999999999767,0.9946138540459329
2.5999999999999766,0.9953388119762809
2.6499999999999764,0.9959754114572414
2.699999999999976,0.996533026196959
2.749999999999976,0.9970202367649452
2.799999999999976,0.9974448696695719
2.8499999999999757,0.9978140385450865
2.8999999999999755,0.9981341866996158
2.9499999999999753,0.998411130352635
2.999999999999975,0.9986501019683698
3.049999999999975,0.9988557931689772
3.0999999999999748,0.9990323967867816
3.1499999999999746,0.9991836476871714
3.1999999999999744,0.9993128620620841
3.2499999999999742,0.9994229749576092
3.299999999999974,0.9995165758576162
3.349999999999974,0.999595942198136
3.3999999999999737,0.999663070734323
3.4499999999999735,0.9997197067231838
3.4999999999999734,0.9997673709209645
3.549999999999973,0.9998073844243643
3.599999999999973,0.9998408914098424
3.649999999999973,0.9998688798455795
3.6999999999999726,0.9998922002665226
3.7499999999999725,0.9999115827147992
3.7999999999999723,0.9999276519560749
3.849999999999972,0.999940941087581
3.899999999999972,0.9999519036559824
3.9499999999999718,0.9999609244034022
